"X","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source.app","rec.number","foreign.keys","ref.type","contributors","titles","periodical","pages","volume","number","dates","publisher","isbn","notes","urls","electronic.resource.num","pdfs","Country.1","Country.2","Country.3","Country.4","Country.5","Country.6","Country.7","Country.8"
27526,12,"N. Gratiot, C. Duvert, L. Collet, D. Vinson, J. Nemery, C. Saenz-Romero","Increase in surface runoff in the central mountains of Mexico: lessons from the past and predictive scenario for the next century",2010,"HYDROLOGY AND EARTH SYSTEM SCIENCES",NA,NA,NA,4121,"8/10/2018","Journal article","10.5194/hess-14-291-2010",NA,NA,14,2,291,300,12,1.5,2,6,8,"english","in corpus","DOI present","english.enl","EndNote",16565,16565,17,"Gratiot, N.Duvert, C.Collet, L.Vinson, D.Nemery, J.Saenz-Romero, C.","Increase in surface runoff in the central mountains of Mexico: lessons from the past and predictive scenario for the next centuryHYDROLOGY AND EARTH SYSTEM SCIENCES","HYDROLOGY AND EARTH SYSTEM SCIENCES","291-300",14,"2",2010,NA,NA,"Cited By (since 2010): 12","NAhttps://www.hydrol-earth-syst-sci.net/14/291/2010/hess-14-291-2010.pdfinternal-pdf://4263337725/Gratiot-2010-Increase in surface runoff in the.pdf","10.5194/hess-14-291-2010","4263337725/Gratiot-2010-Increase in surface runoff in the.pdf","Mexico","","","","","","",""
3874,45,"D.A. Bressiani, P.W. Gassman, J.G. Fernandes, L.H.P. Garbossa, R. Srinivasan, N.B. Bonum·, E.M. Mendiondo","A review of soil and water assessment tool (SWAT) applications in Brazil: Challenges and prospects",2015,"International Journal of Agricultural and Biological Engineering",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84935036175&partnerID=40&md5=c536157162a20824ab54a4ee3879f92d",NA,3878,"8/10/2018","Article","10.3965/j.ijabe.20150803.1765",NA,NA,8,3,1,27,45,15,6,7,3,"english","in corpus","DOI present","english.enl","EndNote",15675,15675,2,"Bressiani, D. A.Gassman, P. W.Fernandes, J. G.Garbossa, L. H. P.Srinivasan, R.Bonum·, N. B.Mendiondo, E. M.","A review of soil and water assessment tool (SWAT) applications in Brazil: Challenges and prospects",NA,"1-27",NA,"Query date: 2018-08-10",2015,NA,NA,"8
Cited By (since 2015): 45","https://www.scopus.com/inward/record.url?eid=2-s2.0-84935036175&partnerID=40&md5=c536157162a20824ab54a4ee3879f92dhttps://ijabe.org/index.php/ijabe/article/download/1765/pdfinternal-pdf://2620115120/Bressiani-2015-A review of soil and water asse.pdf","10.3965/j.ijabe.20150803.1765","2620115120/Bressiani-2015-A review of soil and water asse.pdf","Brazil","","","","","","",""
25557,0,"Claudio E. Lana, Paulo de Tarso A. Castro","Morphosedimentary analysis of the Limoeiro Stream (center-northern Minas Gerais State, Brazil): clues to the eastward tilting of southern Espinhaco range sites",2012,"ENVIRONMENTAL EARTH SCIENCES",NA,NA,NA,1879,"8/10/2018","Journal article","10.1007/s12665-011-1111-z",NA,NA,65,3,639,647,0,0,0,2,6,"english","in corpus","DOI present","english.enl","EndNote",8050,8050,17,"Lana, Claudio E.Castro, Paulo de Tarso A.","Morphosedimentary analysis of the Limoeiro Stream (center-northern Minas Gerais State, Brazil): clues to the eastward tilting of southern Espinhaco range sitesENVIRONMENTAL EARTH SCIENCES","ENVIRONMENTAL EARTH SCIENCES","639-647",65,"3",2012,NA,NA,NA,"NAhttps://link.springer.com/content/pdf/10.1007%2Fs12665-011-1111-z.pdfinternal-pdf://2438351808/Lana-2012-Morphosedimentary analysis of the Li.pdf","10.1007/s12665-011-1111-z","2438351808/Lana-2012-Morphosedimentary analysis of the Li.pdf","Brazil","","","","","","",""
15558,39,"Martin Sogaard Andersen, Ludovic Baron, Jacob Gudbjerg, Jesper Gregersen, Dominique Chapellier, Rasmus Jakobsen, Dieke Postma","Discharge of nitrate-containing groundwater into a coastal marine environment",2007,"JOURNAL OF HYDROLOGY",NA,NA,NA,1211,"8/10/2018","Journal article","10.1016/j.jhydrol.2006.12.023",NA,NA,336,1,98,114,39,3.55,6,7,11,"english","in corpus","DOI present","english.enl","EndNote",5404,5404,17,"Andersen, Martin SogaardBaron, LudovicGudbjerg, JacobGregersen, JesperChapellier, DominiqueJakobsen, RasmusPostma, Dieke","Discharge of nitrate-containing groundwater into a coastal marine environmentJOURNAL OF HYDROLOGY","JOURNAL OF HYDROLOGY","98-114",336,"1",2007,NA,NA,"Cited By (since 2007): 39","NAhttps://ac.els-cdn.com/S0022169406006767/1-s2.0-S0022169406006767-main.pdf?_tid=e36dfabe-12d7-496e-b096-74c471cc118b&acdnat=1533972594_12ffc6c08e33165b66f658baa2609471internal-pdf://2526774666/Andersen-2007-Discharge of nitrate-containing.pdf","10.1016/j.jhydrol.2006.12.023","2526774666/Andersen-2007-Discharge of nitrate-containing.pdf","Bolivia","","","","","","",""
1442,4,"S. Dongli, C. Qian, L.C. Timm, S. Beskow, H. Wei, T.L. Caldeira, L.M. de Oliveira","Multi-scale correlations between soil hydraulic properties and associated factors along a Brazilian watershed transect",2017,"Geoderma",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84993999187&partnerID=40&md5=49166ddf7e144f8a69dc1e8b2e7ad0c1",NA,1442,"8/10/2018","Article","10.1016/j.geoderma.2016.10.017",NA,NA,286,NA,15,24,4,4,1,7,1,"english","in corpus","DOI present","english.enl","EndNote",6320,6320,2,"Dongli, S.Qian, C.Timm, L. C.Beskow, S.Wei, H.Caldeira, T. L.Oliveira, L. M. de","Multi-scale correlations between soil hydraulic properties and associated factors along a Brazilian watershed transect",NA,"15-24",NA,"Query date: 2018-08-10",2017,NA,NA,"286
Cited By (since 2017): 4","https://www.scopus.com/inward/record.url?eid=2-s2.0-84993999187&partnerID=40&md5=49166ddf7e144f8a69dc1e8b2e7ad0c1https://ac.els-cdn.com/S0016706116306279/1-s2.0-S0016706116306279-main.pdf?_tid=67bd132e-f802-4dbf-ac1d-69d16320a40c&acdnat=1534036758_695210de0d80c437d5eed04be3fac29einternal-pdf://3878264473/Dongli-2017-Multi-scale correlations between s.pdf","10.1016/j.geoderma.2016.10.017","3878264473/Dongli-2017-Multi-scale correlations between s.pdf","Brazil","","","","","","",""
13461,21,"J.E. Dutra de Oliveira, M.M. Amaral Scheid, L.D. Desai, S. Marchini","Iron fortification of domestic drinking water to prevent anemia among low socioeconomic families in Brazil",1996,"International Journal of Food Sciences and Nutrition",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0029889524&partnerID=40&md5=a5048e92bd02019b8d0c333905c19f46",NA,13469,"8/10/2018","Article","10.3109/09637489609012583",NA,NA,47,3,213,219,21,0.95,5,4,22,"english","in corpus","DOI present","english.enl","EndNote",28350,28350,2,"Oliveira, J. E. Dutra deScheid, M. M. AmaralDesai, L. D.Marchini, S.","Iron fortification of domestic drinking water to prevent anemia among low socioeconomic families in Brazil",NA,"213-219",NA,"Query date: 2018-08-10",1996,NA,NA,"47
Cited By (since 1996): 21","https://www.scopus.com/inward/record.url?eid=2-s2.0-0029889524&partnerID=40&md5=a5048e92bd02019b8d0c333905c19f46https://www.tandfonline.com/doi/pdf/10.3109/09637489609012583?needAccess=trueinternal-pdf://2535370584/Oliveira-1996-Iron fortification of domestic d.pdf","10.3109/09637489609012583","2535370584/Oliveira-1996-Iron fortification of domestic d.pdf","Brazil","","","","","","",""
9418,12,"J.M.A. Pereira, M. Petrere Jr., R.A. Ribeiro-Filho","Angling sport fishing in Lobo-Broa reservoir (Itirapina, SP, Brazil)",2008,"Brazilian Journal of Biology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-59949090516&partnerID=40&md5=11011553c08c945f04336b5a8ef6c0c1",NA,9423,"8/10/2018","Article","10.1590/S1519-69842008000400006",NA,NA,68,4,721,731,12,1.2,4,3,10,"english","in corpus","DOI present","english.enl","EndNote",24307,24307,2,"Pereira, J. M. A.Jr, M. PetrereRibeiro-Filho, R. A.","Angling sport fishing in Lobo-Broa reservoir (Itirapina, SP, Brazil)",NA,"721-731",NA,"Query date: 2018-08-10",2008,NA,NA,"68
Cited By (since 2008): 12","https://www.scopus.com/inward/record.url?eid=2-s2.0-59949090516&partnerID=40&md5=11011553c08c945f04336b5a8ef6c0c1http://www.scielo.br/pdf/bjb/v68n4/06.pdfinternal-pdf://3501918539/Pereira-2008-Angling sport fishing in Lobo-Bro.pdf","10.1590/S1519-69842008000400006","3501918539/Pereira-2008-Angling sport fishing in Lobo-Bro.pdf","Brazil","","","","","","",""
468,0,"A.M.A. Vilarinho Oliveira, R.M. de Alencar, J.C. Santos Porto, I.R.B. Fontenele Ramos, I.S. Noleto, T.C. Santos, M. Mobin","Analysis of fungi in aerosols dispersed by high speed pens in dental clinics from Teresina, Piaui, Brazil",2018,"Environmental Monitoring and Assessment",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040037670&partnerID=40&md5=c1ef293a95993798a30e2fdb93577768",NA,468,"8/10/2018","Article","10.1007/s10661-017-6436-y",NA,NA,190,2,NA,NA,0,0,0,7,1,"english","in corpus","DOI present","english.enl","EndNote",2383,2383,2,"Oliveira, A. M. A. VilarinhoAlencar, R. M. dePorto, J. C. SantosRamos, I. R. B. FonteneleNoleto, I. S.Santos, T. C.Mobin, M.","Analysis of fungi in aerosols dispersed by high speed pens in dental clinics from Teresina, Piaui, Brazil",NA,NA,NA,"Query date: 2018-08-10",2018,NA,NA,"190","https://www.scopus.com/inward/record.url?eid=2-s2.0-85040037670&partnerID=40&md5=c1ef293a95993798a30e2fdb93577768https://link.springer.com/content/pdf/10.1007%2Fs10661-017-6436-y.pdfinternal-pdf://1815800623/Oliveira-2018-Analysis of fungi in aerosols di.pdf","10.1007/s10661-017-6436-y","1815800623/Oliveira-2018-Analysis of fungi in aerosols di.pdf","Bolivia","","","","","","",""
19133,0,"Juan Ossa-Moreno, Neil McIntyra, Saleem Ali, James C. R. Smarts, Diego Rivera, Upmanu Lall, Greg Keir","The Hydro-economics of Mining",2018,"ECOLOGICAL ECONOMICS",NA,NA,NA,222,"8/10/2018","Journal article","10.1016/j.ecolecon.2017.11.010",NA,NA,145,NA,368,379,0,0,0,7,1,"english","in corpus","DOI present","english.enl","EndNote",1150,1150,17,"Ossa-Moreno, JuanMcIntyra, NeilAli, SaleemSmarts, James C. R.Rivera, DiegoLall, UpmanuKeir, Greg","The Hydro-economics of MiningECOLOGICAL ECONOMICS","ECOLOGICAL ECONOMICS","368-379",145,NA,2018,NA,NA,NA,"NAhttps://ac.els-cdn.com/S0921800916315701/1-s2.0-S0921800916315701-main.pdf?_tid=4f3f8d5d-b41d-4858-a584-16975ffa3141&acdnat=1534179742_75c8dff86f757b4f3a4f82604bfa2e92internal-pdf://4280178740/Ossa-Moreno-2018-The Hydro-economics of Mining.pdf","10.1016/j.ecolecon.2017.11.010","4280178740/Ossa-Moreno-2018-The Hydro-economics of Mining.pdf","Chile","","","","","","",""
4925,8,"T. Karpova, P. Pekonen, R. Gramstad, U. ÷jstedt, S. Laborda, H. Heinonen-Tanski, A. Ch·vez, B. JimÈnez","Performic acid for advanced wastewater disinfection",2013,"Water Science and Technology",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890197780&partnerID=40&md5=919c20a308c191598c6e304c177cf237",NA,4930,"8/10/2018","Article","10.2166/wst.2013.468",NA,NA,68,9,2090,2096,8,1.6,1,8,5,"english","in corpus","DOI present","english.enl","EndNote",19618,19618,2,"Karpova, T.Pekonen, P.Gramstad, R.÷jstedt, U.Laborda, S.Heinonen-Tanski, H.Ch·vez, A.JimÈnez, B.","Performic acid for advanced wastewater disinfection",NA,"2090-2096",NA,"Query date: 2018-08-10",2013,NA,NA,"68
Cited By (since 2013): 8","https://www.scopus.com/inward/record.url?eid=2-s2.0-84890197780&partnerID=40&md5=919c20a308c191598c6e304c177cf237https://watermark.silverchair.com/2090.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAaQwggGgBgkqhkiG9w0BBwagggGRMIIBjQIBADCCAYYGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMq7RZ_g2Qf_pbZsafAgEQgIIBV7gwz_IQM2h9ZuEARGx-JDI1RKifMfNiJhR0s2xhIGbHUKQXuh1S47-Bua6FAH3z77UFuYbW0lFar2PAAoavaXdgyvk7D4nHdri4DdAC5f5K_H9fXlvDyrtN7ezN7IUkYZGBmireXQn6XECYUxhoJ2O8uYDkPTIN9VT5bqltwk81F05XukVA8yi4w6X1FWAHv60L1wsFZi24odA0gaPiZG5ORykHChiEPcK8TcIl5ZAGApkko931KIo9Y1MQJ04KG2zNAnIdta9bhNjW3zQJnEci8b4RsEPfCmc-PkQaZp5nbwHLxtan4AytV0GWHGH-ULNab8b367vo_73vVdlb9ZuIHZO5tTrawgD4RY40HkluIP04VqTiSJGqA1uAd7Z8u1rgeMzHX3R3bD2pGNWuWnyHMoWRi5kdExZ8gS1qP3YFL1b6ZyYYWXt6JC-Zq0Z1rfuyjmA6hJointernal-pdf://3125319098/Karpova-2013-Performic acid for advanced waste.pdf","10.2166/wst.2013.468","3125319098/Karpova-2013-Performic acid for advanced waste.pdf","Mexico","","","","","","",""
8416,20,"M. Wilder","Water governance in Mexico: Political and economic aperatures and a shifting state-citizen relationship",2010,"Ecology and Society",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954467711&partnerID=40&md5=4fcfcc3339d8666dac1748f387729932",NA,8421,"8/10/2018","Article","10.5751/ES-03469-150222",NA,NA,15,2,18,NA,20,2.5,20,1,8,"english","in corpus","DOI present","english.enl","EndNote",23305,23305,2,"Wilder, M.","Water governance in Mexico: Political and economic aperatures and a shifting state-citizen relationship",NA,"18",NA,"Query date: 2018-08-10",2010,NA,NA,"15
Cited By (since 2010): 20","https://www.scopus.com/inward/record.url?eid=2-s2.0-77954467711&partnerID=40&md5=4fcfcc3339d8666dac1748f387729932https://www.ecologyandsociety.org/vol15/iss2/art22/ES-2010-3469.pdfinternal-pdf://0787259449/Wilder-2010-Water governance in Mexico_ Politi.pdf","10.5751/ES-03469-150222","0787259449/Wilder-2010-Water governance in Mexico_ Politi.pdf","Mexico","","","","","","",""
21694,7,"Luciano Colpo Gatiboni, Thomas Jot Smyth, Djalma Eugenio Schmitt, Paulo Cezar Cassol, Clovisson Menotti Boeira de Oliveira","SOIL PHOSPHORUS THRESHOLDS IN EVALUATING RISK OF ENVIRONMENTAL TRANSFER TO SURFACE WATERS IN SANTA CATARINA, BRAZIL",2015,"REVISTA BRASILEIRA DE CIENCIA DO SOLO",NA,NA,NA,3140,"8/10/2018","Journal article","10.1590/01000683rbcs20140461",NA,NA,39,4,1225,1234,7,2.33,1,5,3,"english","in corpus","DOI present","english.enl","EndNote",12881,12881,17,"Gatiboni, Luciano ColpoSmyth, Thomas JotSchmitt, Djalma EugenioCassol, Paulo CezarOliveira, Clovisson Menotti Boeira de","SOIL PHOSPHORUS THRESHOLDS IN EVALUATING RISK OF ENVIRONMENTAL TRANSFER TO SURFACE WATERS IN SANTA CATARINA, BRAZILREVISTA BRASILEIRA DE CIENCIA DO SOLO","REVISTA BRASILEIRA DE CIENCIA DO SOLO","1225-1234",39,"4",2015,NA,NA,"Cited By (since 2015): 7","NAhttp://www.scielo.br/pdf/rbcs/v39n4/0100-0683-rbcs-39-4-1225.pdfinternal-pdf://0598383478/Gatiboni-2015-SOIL PHOSPHORUS THRESHOLDS IN EV.pdf","10.1590/01000683rbcs20140461","0598383478/Gatiboni-2015-SOIL PHOSPHORUS THRESHOLDS IN EV.pdf","Brazil","","","","","","",""
24025,21,"Theodore E. Grantham, Ricardo Figueroa, Narcis Prat","Water management in mediterranean river basins: a comparison of management frameworks, physical impacts, and ecological responses",2013,"HYDROBIOLOGIA",NA,NA,NA,131,"8/10/2018","Journal article","10.1007/s10750-012-1289-4",NA,NA,719,1,451,482,21,4.2,7,3,5,"english","in corpus","DOI present","english.enl","EndNote",673,673,17,"Grantham, Theodore E.Figueroa, RicardoPrat, Narcis","Water management in mediterranean river basins: a comparison of management frameworks, physical impacts, and ecological responsesHYDROBIOLOGIA","HYDROBIOLOGIA","451-482",719,"1",2013,NA,NA,"Cited By (since 2013): 21","NAhttps://link.springer.com/content/pdf/10.1007%2Fs10750-012-1289-4.pdfinternal-pdf://2919834001/Grantham-2013-Water management in mediterranea.pdf","10.1007/s10750-012-1289-4","2919834001/Grantham-2013-Water management in mediterranea.pdf","Chile","","","","","","",""
666,1,"M. Shanafield, H. GutiÈrrez-Jurado, J.E. RodrÌguez-BurgueÒo, J. RamÌrez-Hern·ndez, C.J. Jarchow, P.L. Nagler","Short- and long-term evapotranspiration rates at ecological restoration sites along a large river receiving rare flow events",2017,"Hydrological Processes",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034860932&partnerID=40&md5=77d02d1b69e55335feafce6284cd1de0",NA,666,"8/10/2018","Article","10.1002/hyp.11359",NA,NA,31,24,4328,4337,1,1,0,6,1,"english","in corpus","DOI present","english.enl","EndNote",3203,3203,2,"Shanafield, M.GutiÈrrez-Jurado, H.RodrÌguez-BurgueÒo, J. E.RamÌrez-Hern·ndez, J.Jarchow, C. J.Nagler, P. L.","Short- and long-term evapotranspiration rates at ecological restoration sites along a large river receiving rare flow events",NA,"4328-4337",NA,"Query date: 2018-08-10",2017,NA,NA,"31
Cited By (since 2017): 1","https://www.scopus.com/inward/record.url?eid=2-s2.0-85034860932&partnerID=40&md5=77d02d1b69e55335feafce6284cd1de0https://onlinelibrary.wiley.com/doi/pdf/10.1002/hyp.11359internal-pdf://3883356486/Shanafield-2017-Short- and long-term evapotran.pdf","10.1002/hyp.11359","3883356486/Shanafield-2017-Short- and long-term evapotran.pdf","Mexico","","","","","","",""
11156,43,"F. Calvo, B. Moreno, M. Zamorano, M. Szanto","Environmental diagnosis methodology for municipal waste landfills",2005,"Waste Management",NA,"https://www.scopus.com/inward/record.url?eid=2-s2.0-23944475294&partnerID=40&md5=c0b50d3385c0334e4abcc8df98010a5f",NA,11162,"8/10/2018","Article","10.1016/j.wasman.2005.02.019",NA,NA,25,8,768,779,43,3.31,11,4,13,"english","in corpus","DOI present","english.enl","EndNote",26045,26045,2,"Calvo, F.Moreno, B.Zamorano, M.Szanto, M.","Environmental diagnosis methodology for municipal waste landfills",NA,"768-779",NA,"Query date: 2018-08-10",2005,NA,NA,"25
Cited By (since 2005): 43","https://www.scopus.com/inward/record.url?eid=2-s2.0-23944475294&partnerID=40&md5=c0b50d3385c0334e4abcc8df98010a5fhttps://ac.els-cdn.com/S0956053X05000991/1-s2.0-S0956053X05000991-main.pdf?_tid=bfb6b5d2-287c-4f3d-bbc1-c197ddee74ee&acdnat=1534021282_4440d49e4b0ecb17c340cadddf0e934binternal-pdf://1270508981/Calvo-2005-Environmental diagnosis methodology.pdf","10.1016/j.wasman.2005.02.019","1270508981/Calvo-2005-Environmental diagnosis methodology.pdf","Bolivia","","","","","","",""
26729,99,"Y. Wada, L. P. H. van Beek, M. F. P. Bierkens","Modelling global water stress of the recent past: on the relative importance of trends in water demand and climate variability",2011,"HYDROLOGY AND EARTH SYSTEM SCIENCES",NA,NA,NA,3207,"8/10/2018","Journal article","10.5194/hess-15-3785-2011",NA,NA,15,12,3785,3808,99,14.14,33,3,7,"english","in corpus","DOI present","english.enl","EndNote",13137,13137,17,"Wada, Y.Beek, L. P. H. vanBierkens, M. F. P.","Modelling global water stress of the recent past: on the relative importance of trends in water demand and climate variabilityHYDROLOGY AND EARTH SYSTEM SCIENCES","HYDROLOGY AND EARTH SYSTEM SCIENCES","3785-3808",15,"12",2011,NA,NA,"Cited By (since 2011): 99","NAhttps://www.hydrol-earth-syst-sci.net/15/3785/2011/hess-15-3785-2011.pdfinternal-pdf://2226925701/Wada-2011-Modelling global water stress of the.pdf","10.5194/hess-15-3785-2011","2226925701/Wada-2011-Modelling global water stress of the.pdf","Bolivia","","","","","","",""
28136,26,"Peter Zeilhofer, Rubem Mauro de Moura","Hydrological changes in the northern Pantanal caused by the Manso dam: Impact analysis and suggestions for mitigation",2009,"ECOLOGICAL ENGINEERING",NA,NA,NA,4809,"8/10/2018","Journal article","10.1016/j.ecoleng.2008.09.011",NA,NA,35,1,105,117,26,2.89,13,2,9,"english","in corpus","DOI present","english.enl","EndNote",19151,19151,17,"Zeilhofer, PeterMoura, Rubem Mauro de","Hydrological changes in the northern Pantanal caused by the Manso dam: Impact analysis and suggestions for mitigationECOLOGICAL ENGINEERING","ECOLOGICAL ENGINEERING","105-117",35,"1",2009,NA,NA,"Cited By (since 2009): 26","NAhttps://ac.els-cdn.com/S0925857408002097/1-s2.0-S0925857408002097-main.pdf?_tid=03b3e59a-5540-4617-8c0c-ccbbde8d9bd5&acdnat=1534228831_7c5d16c0c9d2a76dc8ec828cd40cba81internal-pdf://0034561190/Zeilhofer-2009-Hydrological changes in the nor.pdf","10.1016/j.ecoleng.2008.09.011","0034561190/Zeilhofer-2009-Hydrological changes in the nor.pdf","Brazil","","","","","","",""
