"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","urls","notes","periodical","volume","electronic-resource-num","pdfs"
"992",1,"C. Cressa, C.T. Senior","Physico-chemical characteristics of the water of the Guanapito reservoir, Venezuela [Caracteristicas fisico-quimicas de las aguas del embalse de Guanapito, Venezuela]",1990,"Ecotropicos",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025665687&partnerID=40&md5=7870fe4c21734dc5e16d1110eaa66588",NA,992,"8/10/2018","Article","",NA,NA,3,1,33,51,1,0.04,1,2,28,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1386","13860","2","Cressa, C.Senior, C. T.","Physico-chemical characteristics of the water of the Guanapito reservoir, Venezuela [Caracteristicas fisico-quimicas de las aguas del embalse de Guanapito, Venezuela]","33-51","Query date: 2018-08-10",1990,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025665687&partnerID=40&md5=7870fe4c21734dc5e16d1110eaa66588","3Cited By (since 1990): 1",NA,NA,NA,"manual_download_spanish/358/articulo3.pdf"
"268",8,"P.A. Cristini, C.G. De Francesco","Taphonomic analysis of mollusks below the sediment-water interface in Nahuel Ruc‚ lake (Buenos Aires Province, Argentina) [An·lisis tafonÛmico de moluscos por debajo de la interfase agua-sedimento en la laguna Nahuel Ruc· (Provincia de Buenos Aires, Argentina)]",2012,"Ameghiniana",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879543184&doi=10.5710%2fAMGH.1.12.2012.352&partnerID=40&md5=7e2946bb2a80ced0703d9b3cd884fc2c",NA,268,"8/10/2018","Article","10.5710/AMGH.1.12.2012.352",NA,NA,49,4,594,605,8,1.33,4,2,6,"spanish","in corpus","DOI present","spanish.enl","EndNote","594","594","2","Cristini, P. A.Francesco, C. G. De","Taphonomic analysis of mollusks below the sediment-water interface in Nahuel Ruc‚ lake (Buenos Aires Province, Argentina) [An·lisis tafonÛmico de moluscos por debajo de la interfase agua-sedimento en la laguna Nahuel Ruc· (Provincia de Buenos Aires, Argentina)]","594-605","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879543184&doi=10.5710%2fAMGH.1.12.2012.352&partnerID=40&md5=7e2946bb2a80ced0703d9b3cd884fc2chttp://www.bioone.org/doi/pdf/10.5710/AMGH.1.12.2012.352internal-pdf://0995722564/Cristini-2012-Taphonomic analysis of mollusks.pdf","49Cited By (since 2012): 8",NA,NA,"10.5710/AMGH.1.12.2012.352","0995722564/Cristini-2012-Taphonomic analysis of mollusks.pdf"
"961",0,"A.M. Infante Cruz","Criteria for the territorial planning Gonzales River middle-upper watershed, Sierra de la Culata National Park [Criterios para la ordenacion territorial, cuenca media-alta del Rio la Gonzales, Parque Nacional Sierra de la Culata]",1994,"Revista Geografica Venezolana",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028677183&partnerID=40&md5=86e1527a3cc3d9c1f03a0e9fbbcb59eb",NA,961,"8/10/2018","Article","",NA,NA,35,1,79,102,0,0,0,1,24,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1355","13550","2","Cruz, A. M. Infante","Criteria for the territorial planning Gonzales River middle-upper watershed, Sierra de la Culata National Park [Criterios para la ordenacion territorial, cuenca media-alta del Rio la Gonzales, Parque Nacional Sierra de la Culata]","79-102","Query date: 2018-08-10",1994,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028677183&partnerID=40&md5=86e1527a3cc3d9c1f03a0e9fbbcb59eb","35",NA,NA,NA,NA
"800",2,"J.N. Santa Cruz, A.A. Silva Busso","Groundwater evolution of Greater Buenos Aires, Argentina [EvoluciÛn hidrodin·mica del agua subterr·nea en el conurbano de Buenos Aires, Argentina]",2002,"Boletin Geologico y Minero",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043269858&partnerID=40&md5=25a9ebfea4a72d437eab1ba5ccaf6412",NA,800,"8/10/2018","Article","",NA,NA,113,3,259,272,2,0.13,1,2,16,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1194","11940","2","Cruz, J. N. SantaBusso, A. A. Silva","Groundwater evolution of Greater Buenos Aires, Argentina [EvoluciÛn hidrodin·mica del agua subterr·nea en el conurbano de Buenos Aires, Argentina]","259-272","Query date: 2018-08-10",2002,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043269858&partnerID=40&md5=25a9ebfea4a72d437eab1ba5ccaf6412","113Cited By (since 2002): 2",NA,NA,NA,"manual_download_spanish/361/7-ARTICULO EVOLUCION H.pdf"
"837",0,"J.N. Santa Cruz, A. Silva Busso","Hydrodynamic elements to sustainable explotation in dune coastal aquifers in the Buenos Aires State, Argentina [Elementos hidrodin·micos para la explotaciÛn sostenible de acuÌferos en cordones de dunas en la provincia de Buenos Aires, Argentina]",2001,"Boletin Geologico y Minero",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035497402&partnerID=40&md5=89b798868e8e131411a6c59f9fd80475",NA,837,"8/10/2018","Article","",NA,NA,112,4,97,105,0,0,0,2,17,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1231","12310","2","Cruz, J. N. SantaBusso, A. Silva","Hydrodynamic elements to sustainable explotation in dune coastal aquifers in the Buenos Aires State, Argentina [Elementos hidrodin·micos para la explotaciÛn sostenible de acuÌferos en cordones de dunas en la provincia de Buenos Aires, Argentina]","97-105","Query date: 2018-08-10",2001,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035497402&partnerID=40&md5=89b798868e8e131411a6c59f9fd80475","112",NA,NA,NA,"manual_download_spanish/362/6-ARTICULO ELEMENTOS.pdf"
"765",3,"R.B.E. Cabrera Cruz, A.J. Gordillo MartÌnez, ¡. CerÛn Beltr·n","Inventory of soil, water and air pollution in 14 municipalities in Hidalgo, MÈxico [Inventario de contaminaciÛn emitida a suelo, agua y aire en 14 municipios del estado de Hidalgo, MÈxico]",2003,"Revista Internacional de Contaminacion Ambiental",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242692669&partnerID=40&md5=b0657702b752f9079b0efbc8db5bda5a",NA,765,"8/10/2018","Article","",NA,NA,19,4,171,181,3,0.2,1,3,15,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1159","11590","2","Cruz, R. B. E. CabreraMartÌnez, A. J. GordilloBeltr·n, ¡ CerÛn","Inventory of soil, water and air pollution in 14 municipalities in Hidalgo, MÈxico [Inventario de contaminaciÛn emitida a suelo, agua y aire en 14 municipios del estado de Hidalgo, MÈxico]","171-181","Query date: 2018-08-10",2003,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242692669&partnerID=40&md5=b0657702b752f9079b0efbc8db5bda5a","19Cited By (since 2003): 3",NA,NA,NA,"manual_download_spanish/363/artÌculo_redalyc_37019402.pdf"
"756",0,"C. Dalas, A.C. Mujica, G. S·nchez","New technological developments in oil-based drilling fluids [Nuevos desarrollos tecnolÛgicos en fluidos de perforaciÛn base aceite]",2003,"Vision Tecnologica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866981818&partnerID=40&md5=e24f1ac5c0cbbe6530fb95fdc11c0644",NA,756,"8/10/2018","Article","",NA,NA,10,1,57,67,0,0,0,3,15,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","1150","11500","2","Dalas, C.Mujica, A. C.S·nchez, G.","New technological developments in oil-based drilling fluids [Nuevos desarrollos tecnolÛgicos en fluidos de perforaciÛn base aceite]","57-67","Query date: 2018-08-10",2003,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866981818&partnerID=40&md5=e24f1ac5c0cbbe6530fb95fdc11c0644","10",NA,NA,NA,NA
"526",9,"R. Dallagnolo, J.A.A. Perez, P.R. Pezzuto, R. Wahrlich","The deep-sea shrimp fishery off Brazil (Decapoda: Aristeidae): Development and present status [La pesquerÌa de gambas de profundidad en Brasil (Decapoda: Aristeidae): Desarrollo y estado actual]",2009,"Latin American Journal of Aquatic Research",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76649115027&doi=10.3856%2fvol37-issue3-fulltext-5&partnerID=40&md5=ecbdd8d8664c5e7c3d472258474bf3ef",NA,526,"8/10/2018","Article","10.3856/vol37-issue3-fulltext-5",NA,NA,37,3,327,346,9,1,2,4,9,"spanish","in corpus","DOI present","spanish.enl","EndNote","920","920","2","Dallagnolo, R.Perez, J. A. A.Pezzuto, P. R.Wahrlich, R.","The deep-sea shrimp fishery off Brazil (Decapoda: Aristeidae): Development and present status [La pesquerÌa de gambas de profundidad en Brasil (Decapoda: Aristeidae): Desarrollo y estado actual]","327-346","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76649115027&doi=10.3856%2fvol37-issue3-fulltext-5&partnerID=40&md5=ecbdd8d8664c5e7c3d472258474bf3efinternal-pdf://0261344463/Dallagnolo-2009-The deep-sea shrimp fishery of.pdf","37Cited By (since 2009): 9",NA,NA,"10.3856/vol37-issue3-fulltext-5","0261344463/Dallagnolo-2009-The deep-sea shrimp fishery of.pdf"
"385",4,"F. Damiano, R.C. Moschini","Least limiting water range in Argiudoll soils under Eucalyptus dunnii Maiden [Intervalo hÌdrico Ûptimo en suelos Argiudoles plantados con Eucalyptus dunnii Maiden]",2011,"Ciencia del Suelo",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865809206&partnerID=40&md5=bd0ca51e6c24162db35ced200c767980",NA,385,"8/10/2018","Article","",NA,NA,29,1,1,11,4,0.57,2,2,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","779","7790","2","Damiano, F.Moschini, R. C.","Least limiting water range in Argiudoll soils under Eucalyptus dunnii Maiden [Intervalo hÌdrico Ûptimo en suelos Argiudoles plantados con Eucalyptus dunnii Maiden]","1-11","Query date: 2018-08-10",2011,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865809206&partnerID=40&md5=bd0ca51e6c24162db35ced200c767980","29Cited By (since 2011): 4",NA,NA,NA,"manual_download_spanish/366/366.pdf"
"796",14,"N.V. Dangavs, A.M. Blasi","Intrasedimentary gypsum deposits of El Siasgo Creek, Monte and General Paz districts, Buenos Aires Province [Los depositos de yeso intrasedimentario del arroyo El Siasgo, partidos de Monte y General Paz, provincia de Buenos Aires]",2002,"Revista de la Asociacion Geologica Argentina",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142230431&partnerID=40&md5=c254e736b14fd0e82d3f696cd5805921",NA,796,"8/10/2018","Article","",NA,NA,57,3,315,327,14,0.88,7,2,16,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1190","11900","2","Dangavs, N. V.Blasi, A. M.","Intrasedimentary gypsum deposits of El Siasgo Creek, Monte and General Paz districts, Buenos Aires Province [Los depositos de yeso intrasedimentario del arroyo El Siasgo, partidos de Monte y General Paz, provincia de Buenos Aires]","315-327","Query date: 2018-08-10",2002,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142230431&partnerID=40&md5=c254e736b14fd0e82d3f696cd5805921","57Cited By (since 2002): 14",NA,NA,NA,"manual_download_spanish/367/46-LagunaelSiasgo-yesov57n3a10.pdf"
"546",8,"N.V. Dangavs, J.M. Reynaldi","Paleolimnology of Laguna Cerrillo del Medio, Monte, Buenos Aires Province [PaleolimnologÌa de La Laguna Cerrillo del Medio, Monte, Provincia de Buenos Aires]",2008,"Revista de la Asociacion Geologica Argentina",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-51549095774&partnerID=40&md5=60490a3c7d9de1c41b48dba1aaa259fd",NA,546,"8/10/2018","Article","",NA,NA,63,1,29,42,8,0.8,4,2,10,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","940","9400","2","Dangavs, N. V.Reynaldi, J. M.","Paleolimnology of Laguna Cerrillo del Medio, Monte, Buenos Aires Province [PaleolimnologÌa de La Laguna Cerrillo del Medio, Monte, Provincia de Buenos Aires]","29-42","Query date: 2018-08-10",2008,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51549095774&partnerID=40&md5=60490a3c7d9de1c41b48dba1aaa259fd","63Cited By (since 2008): 8",NA,NA,NA,NA
"927",1,"R.M. Dargam, S.A. Herrero, A.I. Pasquini","Chemical weathering processes in a semi-arid mountain catchment, rio salsipuedes, cÛrdoba, argentina [Procesos de meteorizaciˆn quÔmica en una cuenca semi·rida de montana, rio salsipuedes, cˆrdoba]",1998,"Revista de la Asociacion Geologica Argentina",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032287068&partnerID=40&md5=1662472377c1b31e041bd36ec27aaf6e",NA,927,"8/10/2018","Article","",NA,NA,53,4,517,525,1,0.05,0,3,20,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1321","13210","2","Dargam, R. M.Herrero, S. A.Pasquini, A. I.","Chemical weathering processes in a semi-arid mountain catchment, rio salsipuedes, cÛrdoba, argentina [Procesos de meteorizaciˆn quÔmica en una cuenca semi·rida de montana, rio salsipuedes, cˆrdoba]","517-525","Query date: 2018-08-10",1998,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032287068&partnerID=40&md5=1662472377c1b31e041bd36ec27aaf6e","53Cited By (since 1998): 1",NA,NA,NA,"manual_download_spanish/369/Geoquimica_de_rios_de_montana_en_las_Sierras_Pampe.pdf"
"143",0,"P.M. D·vila, J. ValdÈs","Temporal variability of the coastal water masses at San Jorge Bay, Antofagasta, Chile 23∞S, (2008-2012) [Variabilidad temporal de las masas de agua costeras en bahÌa San Jorge,Antofagasta, Chile 23∞S (2008-2012)]",2015,"Revista de Biologia Marina y Oceanografia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925852554&doi=10.4067%2fS0718-19572015000100006&partnerID=40&md5=b4e8973ff5b44fdf9d8d371f205eefe1",NA,143,"8/10/2018","Article","10.4067/S0718-19572015000100006",NA,NA,50,1,61,80,0,0,0,2,3,"spanish","in corpus","DOI present","spanish.enl","EndNote","345","345","2","D·vila, P. M.ValdÈs, J.","Temporal variability of the coastal water masses at San Jorge Bay, Antofagasta, Chile 23∞S, (2008-2012) [Variabilidad temporal de las masas de agua costeras en bahÌa San Jorge,Antofagasta, Chile 23∞S (2008-2012)]","61-80","Query date: 2018-08-10",2015,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925852554&doi=10.4067%2fS0718-19572015000100006&partnerID=40&md5=b4e8973ff5b44fdf9d8d371f205eefe1https://scielo.conicyt.cl/pdf/revbiolmar/v50n1/art06.pdfinternal-pdf://0127670429/D·vila-2015-Temporal variability of the coasta.pdf","50",NA,NA,"10.4067/S0718-19572015000100006","0127670429/D·vila-2015-Temporal variability of the coasta.pdf"
"376",1,"C. Lorena Del, S. Fuentes, A. Ivan, S. Mendoza, M. Angela, M. LÛpez, F. MarÌa, V. Castro, J. Carlos, M. Urdaneta","Effectiveness of a coagulant extracted from Stenocerens griseus (Haw.) Buxb in water purification [Efectividad de un coagulante extraÌdo de Stenocereus griseus (Haw.) Buxb. en la potabilizaciÛn del agua]",2011,"Revista Tecnica de la Facultad de Ingenieria Universidad del Zulia",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053023491&partnerID=40&md5=627701360eba539f17221c67bca9246a",NA,376,"8/10/2018","Article","",NA,NA,34,1,48,56,1,0.14,0,10,7,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","770","7700","2","Del, C. LorenaFuentes, S.Ivan, A.Mendoza, S.Angela, M.LÛpez, M.MarÌa, F.Castro, V.Carlos, J.Urdaneta, M.","Effectiveness of a coagulant extracted from Stenocerens griseus (Haw.) Buxb in water purification [Efectividad de un coagulante extraÌdo de Stenocereus griseus (Haw.) Buxb. en la potabilizaciÛn del agua]","48-56","Query date: 2018-08-10",2011,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053023491&partnerID=40&md5=627701360eba539f17221c67bca9246a","34Cited By (since 2011): 1",NA,NA,NA,NA
"1039",0,"Celia de-la-Mora-Orozco, Jose German Flores-Garnica, Hugo Ernesto Flores-Lopez, Hector Osbaldo Rubio-Arias, Alvaro Agustin Chavez-Duran, Jesus Manuel Ochoa-Rivero, Javier Garcia-Velasco","Spatial and temporal variations and modelling of dissolved oxygen concentration in Chapala Lake, Mexico",2018,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,12,"8/10/2018","Journal article","10.24850/j-tyca-2018-01-03",NA,NA,9,1,39,52,0,0,0,7,1,"spanish","absent from corpus","DOI present","spanish.enl","EndNote","38","380","17","de-la-Mora-Orozco, CeliaFlores-Garnica, Jose GermanFlores-Lopez, Hugo ErnestoRubio-Arias, Hector OsbaldoChavez-Duran, Alvaro AgustinOchoa-Rivero, Jesus ManuelGarcia-Velasco, Javier","Spatial and temporal variations and modelling of dissolved oxygen concentration in Chapala Lake, MexicoTECNOLOGIA Y CIENCIAS DEL AGUA","39-52","1",2018,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","9","10.24850/j-tyca-2018-01-03",NA
"5",0,"C. De-La-Mora-Orozco, J.G. Flores-Garnica, H.E. Flores-LÛpez, H.O. Rubio-Arias, ¡.A. Ch·vez-Dur·n, J.M. Ochoa-Rivero, J. GarcÌa-Velasco","Spatial and temporal variations and modelling of dissolved oxygen concentration in Chapala Lake, Mexico [Variaciones espacio-temporales y modelaje de la concentraciÛn de oxÌgeno disuelto en el lago de Chapala, MÈxico]",2018,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041548070&doi=10.24850%2fj-tyca-2018-01-03&partnerID=40&md5=6e5f51342f4b524064b76a1fc8e562cc",NA,5,"8/10/2018","Article","10.24850/j-tyca-2018-01-03",NA,NA,9,1,39,52,0,0,0,7,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","17","170","2","De-La-Mora-Orozco, C.Flores-Garnica, J. G.Flores-LÛpez, H. E.Rubio-Arias, H. O.Ch·vez-Dur·n, ¡ A.Ochoa-Rivero, J. M.GarcÌa-Velasco, J.","Spatial and temporal variations and modelling of dissolved oxygen concentration in Chapala Lake, Mexico [Variaciones espacio-temporales y modelaje de la concentraciÛn de oxÌgeno disuelto en el lago de Chapala, MÈxico]","39-52","Query date: 2018-08-10",2018,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041548070&doi=10.24850%2fj-tyca-2018-01-03&partnerID=40&md5=6e5f51342f4b524064b76a1fc8e562cc","9",NA,NA,"10.24850/j-tyca-2018-01-03","manual_download_spanish/373/document.pdf"
"455",1,"O. Delgadillo-GarzÛn, C.B. GarcÌa","Impact of two artificial reefs on diurnal artisanal fishing at gulf of Morrosquillo, Colombian Caribbean [Impacto de dos arrecifes artificiales en la pesca artesanal diurna del Golfo de Morrosquillo, Caribe de Colombia]",2009,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949877651&partnerID=40&md5=5135b252a1a540cd5ce26848fcb6b9ff",NA,455,"8/10/2018","Article","",NA,NA,57,4,993,1007,1,0.11,1,2,9,"spanish","absent from corpus","DOI absent","spanish.enl","EndNote","849","8490","2","Delgadillo-GarzÛn, O.GarcÌa, C. B.","Impact of two artificial reefs on diurnal artisanal fishing at gulf of Morrosquillo, Colombian Caribbean [Impacto de dos arrecifes artificiales en la pesca artesanal diurna del Golfo de Morrosquillo, Caribe de Colombia]","993-1007","Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949877651&partnerID=40&md5=5135b252a1a540cd5ce26848fcb6b9ff","57Cited By (since 2009): 1",NA,NA,NA,NA
